id,product gcmd id,sds name,product,product version,processing level,measurements,keywords,time interval,spatial resolution,instrument,platform,platform instrument
SWDB_L3M05_004_aerosol_optical_thickness_550_ocean,GES_DISC_SWDB_L3M05_V004,aerosol_optical_thickness_550_ocean,SWDB_L3M05,004,3,Total Aerosol Optical Depth,Aerosol;AOD;AOT;550 nm;Ocean-only;SeaWiFS;Aerosol Optical Depth;Aerosol Optical Thickness;Total Aerosol Optical Depth;Deep Blue;SeaWiFS Deep Blue;SWDB_L3M05;Aerosols;Monthly,monthly,0.5 deg.,SeaWiFS,OrbView-2,SeaWiFS
SWDB_L3M10_004_aerosol_optical_thickness_550_land_ocean,GES_DISC_SWDB_L3M10_V004,aerosol_optical_thickness_550_land_ocean,SWDB_L3M10,004,3,Total Aerosol Optical Depth,Aerosol;AOT;Aerosol Optical Thickness;550 nm;SeaWiFS;Aerosol Optical Depth;AOD;Total Aerosol Optical Depth;Deep Blue;SeaWiFS Deep Blue;SWDB_L3M10;Aerosols;Monthly,monthly,1 deg.,SeaWiFS,OrbView-2,SeaWiFS
SWDB_L3M10_004_aerosol_optical_thickness_550_land,GES_DISC_SWDB_L3M10_V004,aerosol_optical_thickness_550_land,SWDB_L3M10,004,3,Total Aerosol Optical Depth,Aerosol;AOT;Aerosol Optical Thickness;550 nm;Land;SeaWiFS;Aerosol Optical Depth;AOD;Total Aerosol Optical Depth;Deep Blue;SeaWiFS Deep Blue;SWDB_L3M10;Aerosols;Monthly,monthly,1 deg.,SeaWiFS,OrbView-2,SeaWiFS
SWDB_L3M10_004_aerosol_optical_thickness_550_ocean,GES_DISC_SWDB_L3M10_V004,aerosol_optical_thickness_550_ocean,SWDB_L3M10,004,3,Total Aerosol Optical Depth,Aerosol;AOT;Aerosol Optical Thickness;550 nm;Ocean;SeaWiFS;Aerosol Optical Depth;AOD;Total Aerosol Optical Depth;Deep Blue;SeaWiFS Deep Blue;SWDB_L3M10;Aerosols;Monthly,monthly,1 deg.,SeaWiFS,OrbView-2,SeaWiFS
AIRX3STD_006_TotCO_A,GES_DISC_AIRX3STD_V006,TotCO_A,AIRX3STD,006,3,CO,CO;Carbon Monoxide;AIRS;Aqua,daily,1 deg.,AIRS,Aqua,AIRS
AIRX3STD_006_TotCO_D,GES_DISC_AIRX3STD_V006,TotCO_D,AIRX3STD,006,3,CO,Carbon monoxide;AIRS;Aqua;CO,daily,1 deg.,AIRS,Aqua,AIRS
AIRX3STM_006_CloudFrc_A,GES_DISC_AIRX3STM_V006,CloudFrc_A,AIRX3STM,006,3,Cloud Fraction,Effective cloud fraction;AIRS;CloudFrc_A,monthly,1 deg.,AIRS,Aqua,AIRS
AIRX3STM_006_CloudFrc_D,GES_DISC_AIRX3STM_V006,CloudFrc_D,AIRX3STM,006,3,Cloud Fraction,Effective cloud fraction;AIRS;CloudFrc_D,monthly,1 deg.,AIRS,Aqua,AIRS
AIRX3STM_006_CloudTopPres_A,GES_DISC_AIRX3STM_V006,CloudTopPres_A,AIRX3STM,006,3,Cloud Properties,Air pressure at cloud top;AIRS;CloudTopPres_A,monthly,1 deg.,AIRS,Aqua,AIRS
AIRX3STM_006_CloudTopPres_D,GES_DISC_AIRX3STM_V006,CloudTopPres_D,AIRX3STM,006,3,Cloud Properties,Air pressure at cloud top;AIRS;CloudTopPres_D,monthly,1 deg.,AIRS,Aqua,AIRS
AIRX3STM_006_CloudTopTemp_A,GES_DISC_AIRX3STM_V006,CloudTopTemp_A,AIRX3STM,006,3,Cloud Properties,Air temperature at cloud top;AIRS;CloudTopTemp_A,monthly,1 deg.,AIRS,Aqua,AIRS
AIRX3STM_006_CloudTopTemp_D,GES_DISC_AIRX3STM_V006,CloudTopTemp_D,AIRX3STM,006,3,Cloud Properties,Air temperature at cloud top;AIRS;CloudTopTemp_D,monthly,1 deg.,AIRS,Aqua,AIRS
AIRX3STM_006_ClrOLR_A,GES_DISC_AIRX3STM_V006,ClrOLR_A,AIRX3STM,006,3,OLR,Toa outgoing longwave flux assuming clear sky;Clear sky outgoing longwave radiation;AIRS;ClrOLR_A,monthly,1 deg.,AIRS,Aqua,AIRS
AIRX3STM_006_ClrOLR_D,GES_DISC_AIRX3STM_V006,ClrOLR_D,AIRX3STM,006,3,OLR,Toa outgoing longwave flux assuming clear sky;Clear sky outgoing longwave radiation;AIRS;ClrOLR_D,monthly,1 deg.,AIRS,Aqua,AIRS
AIRX3STM_006_GPHeight_A,GES_DISC_AIRX3STM_V006,GPHeight_A,AIRX3STM,006,3,Geopotential,Geopotential Height;AIRS;GPHeight_A,monthly,1 deg.,AIRS,Aqua,AIRS
AIRX3STM_006_GPHeight_D,GES_DISC_AIRX3STM_V006,GPHeight_D,AIRX3STM,006,3,Geopotential,Geopotential height;AIRS;GPHeight_D,monthly,1 deg.,AIRS,Aqua,AIRS
AIRX3STM_006_H2OVapMMR_A,GES_DISC_AIRX3STM_V006,H2OVapMMR_A,AIRX3STM,006,3,Atmospheric Moisture,Humidity;Mixing;Ratio;Profile;daytime;ascending;AIRS;Humidity Mixing Ratio;Humidity Mixing Ratio Profile,monthly,1 deg.,AIRS,Aqua,AIRS
AIRX3STM_006_H2OVapMMR_D,GES_DISC_AIRX3STM_V006,H2OVapMMR_D,AIRX3STM,006,3,Atmospheric Moisture,Humidity;Mixing;Ratio;Profile;nighttime;descending;AIRS;Humidity Mixing Ratio;Humidity Mixing Ratio Profile,monthly,1 deg.,AIRS,Aqua,AIRS
AIRX3STM_006_H2O_MMR_Surf_A,GES_DISC_AIRX3STM_V006,H2O_MMR_Surf_A,AIRX3STM,006,3,Atmospheric Moisture,Mass fraction of water in dry air at surface;AIRS;H2O_MMR_Surf_A,monthly,1 deg.,AIRS,Aqua,AIRS
AIRX3STM_006_H2O_MMR_Surf_D,GES_DISC_AIRX3STM_V006,H2O_MMR_Surf_D,AIRX3STM,006,3,Atmospheric Moisture,Mass fraction of water in dry air at surface;AIRS;H2O_MMR_Surf_D,monthly,1 deg.,AIRS,Aqua,AIRS
AIRX3STM_006_OLR_A,GES_DISC_AIRX3STM_V006,OLR_A,AIRX3STM,006,3,OLR,Toa outgoing longwave flux;Outgoing longwave radiation;AIRS;OLR_A,monthly,1 deg.,AIRS,Aqua,AIRS
AIRX3STM_006_OLR_D,GES_DISC_AIRX3STM_V006,OLR_D,AIRX3STM,006,3,OLR,Toa outgoing longwave flux;Outgoing longwave radiation;AIRS;OLR_D,monthly,1 deg.,AIRS,Aqua,AIRS
AIRX3STM_006_RelHumSurf_A,GES_DISC_AIRX3STM_V006,RelHumSurf_A,AIRX3STM,006,3,Atmospheric Moisture,Surface Relative Humidity;AIRS;RelHumSurf_A,monthly,1 deg.,AIRS,Aqua,AIRS
AIRX3STM_006_RelHumSurf_D,GES_DISC_AIRX3STM_V006,RelHumSurf_D,AIRX3STM,006,3,Atmospheric Moisture,Surface Relative Humidity;AIRS;RelHumSurf_D,monthly,1 deg.,AIRS,Aqua,AIRS
AIRX3STM_006_RelHumid_A,GES_DISC_AIRX3STM_V006,RelHumid_A,AIRX3STM,006,3,Atmospheric Moisture,Relative;Humidity;Profile;daytime;ascending;AIRS;Relative Humidity Profile;Relative Humidity,monthly,1 deg.,AIRS,Aqua,AIRS
AIRX3STM_006_RelHumid_D,GES_DISC_AIRX3STM_V006,RelHumid_D,AIRX3STM,006,3,Atmospheric Moisture,Relative;Humidity;Profile;nighttime;descending;AIRS;Relative Humidity Profile;Relative Humidity,monthly,1 deg.,AIRS,Aqua,AIRS
AIRX3STM_006_SurfAirTemp_A,GES_DISC_AIRX3STM_V006,SurfAirTemp_A,AIRX3STM,006,3,Air Temperature,Air Temperature;Dynamics,monthly,1 deg.,AIRS,Aqua,AIRS
AIRX3STM_006_SurfAirTemp_D,GES_DISC_AIRX3STM_V006,SurfAirTemp_D,AIRX3STM,006,3,Air Temperature,Air Temperature;Dynamics,monthly,1 deg.,AIRS,Aqua,AIRS
AIRX3STM_006_SurfSkinTemp_A,GES_DISC_AIRX3STM_V006,SurfSkinTemp_A,AIRX3STM,006,3,Surface Temperature,Surface Skin Temperature;AIRS;SurfSkinTemp_A,monthly,1 deg.,AIRS,Aqua,AIRS
AIRX3STM_006_SurfSkinTemp_D,GES_DISC_AIRX3STM_V006,SurfSkinTemp_D,AIRX3STM,006,3,Surface Temperature,Surface Skin Temperature;AIRS;SurfSkinTemp_D,monthly,1 deg.,AIRS,Aqua,AIRS
AIRX3STM_006_Temperature_A,GES_DISC_AIRX3STM_V006,Temperature_A,AIRX3STM,006,3,Air Temperature,Atmospheric;Temperature;Profile;daytime;ascending;AIRS;Atmospheric Temperature;Atmospheric Temperature Profile;Air Temperature;Air Temperature Profile,monthly,1 deg.,AIRS,Aqua,AIRS
AIRX3STM_006_Temperature_D,GES_DISC_AIRX3STM_V006,Temperature_D,AIRX3STM,006,3,Air Temperature,Atmospheric;Temperature;Profile;nighttime;descending;AIRS;Atmospheric Temperature;Atmospheric Temperature Profile;Air Temperature;Air Temperature Profile,monthly,1 deg.,AIRS,Aqua,AIRS
AIRX3STM_006_TotCH4_A,GES_DISC_AIRX3STM_V006,TotCH4_A,AIRX3STM,006,3,CH4,Atmosphere mass content of methane;Total methane;AIRS;TotCH4_A,monthly,1 deg.,AIRS,Aqua,AIRS
AIRX3STM_006_TotCH4_D,GES_DISC_AIRX3STM_V006,TotCH4_D,AIRX3STM,006,3,CH4,Atmosphere mass content of methane;Total methane;AIRS;TotCH4_D,monthly,1 deg.,AIRS,Aqua,AIRS
AIRX3STM_006_TotCO_A,GES_DISC_AIRX3STM_V006,TotCO_A,AIRX3STM,006,3,CO,CO;Carbon Monoxide;AIRS;Aqua,monthly,1 deg.,AIRS,Aqua,AIRS
AIRX3STM_006_TotCO_D,GES_DISC_AIRX3STM_V006,TotCO_D,AIRX3STM,006,3,CO,Carbon monoxide;AIRS;Aqua;CO,monthly,1 deg.,AIRS,Aqua,AIRS
AIRX3STM_006_TotH2OVap_A,GES_DISC_AIRX3STM_V006,TotH2OVap_A,AIRX3STM,006,3,Atmospheric Moisture,TotH2OVap_A;AIRS daytime atmosphere water vapor content,monthly,1 deg.,AIRS,Aqua,AIRS
AIRX3STM_006_TotH2OVap_D,GES_DISC_AIRX3STM_V006,TotH2OVap_D,AIRX3STM,006,3,Atmospheric Moisture,TotH2OVap_D;AIRS nighttime atmosphere water vapor content,monthly,1 deg.,AIRS,Aqua,AIRS
AIRX3STM_006_TotO3_A,GES_DISC_AIRX3STM_V006,TotO3_A,AIRX3STM,006,3,Ozone,Total ozone;AIRS;TotO3_A,monthly,1 deg.,AIRS,Aqua,AIRS
AIRX3STM_006_TotO3_D,GES_DISC_AIRX3STM_V006,TotO3_D,AIRX3STM,006,3,Ozone,Total ozone;AIRS;TotO3_D,monthly,1 deg.,AIRS,Aqua,AIRS
AIRX3STM_006_TropHeight_A,GES_DISC_AIRX3STM_V006,TropHeight_A,AIRX3STM,006,3,Altitude,Tropopause altitude;AIRS;TropHeight_A,monthly,1 deg.,AIRS,Aqua,AIRS
AIRX3STM_006_TropHeight_D,GES_DISC_AIRX3STM_V006,TropHeight_D,AIRX3STM,006,3,Altitude,Tropopause altitude;AIRS;TropHeight_D,monthly,1 deg.,AIRS,Aqua,AIRS
AIRX3STM_006_TropPres_A,GES_DISC_AIRX3STM_V006,TropPres_A,AIRX3STM,006,3,Air Pressure,Tropopause air pressure;AIRS;TropPres_A,monthly,1 deg.,AIRS,Aqua,AIRS
AIRX3STM_006_TropPres_D,GES_DISC_AIRX3STM_V006,TropPres_D,AIRX3STM,006,3,Air Pressure,Tropopause air pressure;AIRS;TropPres_D,monthly,1 deg.,AIRS,Aqua,AIRS
AIRX3STM_006_TropTemp_A,GES_DISC_AIRX3STM_V006,TropTemp_A,AIRX3STM,006,3,Air Temperature,Tropopause air temperature;AIRS;TropTemp_A,monthly,1 deg.,AIRS,Aqua,AIRS
AIRX3STM_006_TropTemp_D,GES_DISC_AIRX3STM_V006,TropTemp_D,AIRX3STM,006,3,Air Temperature,Tropopause air temperature;AIRS;TropTemp_D,monthly,1 deg.,AIRS,Aqua,AIRS
OMAEROe_003_AbsorbingAerosolOpticalThicknessMW_342_5,GES_DISC_OMAEROe_V003,AbsorbingAerosolOpticalThicknessMW,OMAEROe,003,3,Component Aerosol Optical Depth,Absorbing;Aerosol;Optical;Thickness,daily,0.25 deg.,OMI,Aura,OMI
OMAEROe_003_AbsorbingAerosolOpticalThicknessMW_388_0,GES_DISC_OMAEROe_V003,AbsorbingAerosolOpticalThicknessMW,OMAEROe,003,3,Component Aerosol Optical Depth,Absorbing;Aerosol;Optical;Thickness,daily,0.25 deg.,OMI,Aura,OMI
OMAEROe_003_AbsorbingAerosolOpticalThicknessMW_442_0,GES_DISC_OMAEROe_V003,AbsorbingAerosolOpticalThicknessMW,OMAEROe,003,3,Component Aerosol Optical Depth,Absorbing;Aerosol;Optical;Thickness,daily,0.25 deg.,OMI,Aura,OMI
OMAEROe_003_AbsorbingAerosolOpticalThicknessMW_463_0,GES_DISC_OMAEROe_V003,AbsorbingAerosolOpticalThicknessMW,OMAEROe,003,3,Component Aerosol Optical Depth,Absorbing;Aerosol;Optical;Thickness,daily,0.25 deg.,OMI,Aura,OMI
OMAEROe_003_AbsorbingAerosolOpticalThicknessMW_483_5,GES_DISC_OMAEROe_V003,AbsorbingAerosolOpticalThicknessMW,OMAEROe,003,3,Component Aerosol Optical Depth,Absorbing;Aerosol;Optical;Thickness,daily,0.25 deg.,OMI,Aura,OMI
OMAEROe_003_AerosolOpticalThicknessMW_342_5,GES_DISC_OMAEROe_V003,AerosolOpticalThicknessMW,OMAEROe,003,3,Total Aerosol Optical Depth,Aerosol;Optical;Thickness;Aerosol Optical Depth,daily,0.25 deg.,OMI,Aura,OMI
OMAEROe_003_AerosolOpticalThicknessMW_388_0,GES_DISC_OMAEROe_V003,AerosolOpticalThicknessMW,OMAEROe,003,3,Total Aerosol Optical Depth,Aerosol;Optical;Thickness;Aerosol Optical Depth,daily,0.25 deg.,OMI,Aura,OMI
OMAEROe_003_AerosolOpticalThicknessMW_442_0,GES_DISC_OMAEROe_V003,AerosolOpticalThicknessMW,OMAEROe,003,3,Total Aerosol Optical Depth,Aerosol;Optical;Thickness;Aerosol Optical Depth,daily,0.25 deg.,OMI,Aura,OMI
OMAEROe_003_AerosolOpticalThicknessMW_463_0,GES_DISC_OMAEROe_V003,AerosolOpticalThicknessMW,OMAEROe,003,3,Total Aerosol Optical Depth,Aerosol;Optical;Thickness;Aerosol Optical Depth,daily,0.25 deg.,OMI,Aura,OMI
OMAEROe_003_AerosolOpticalThicknessMW_483_5,GES_DISC_OMAEROe_V003,AerosolOpticalThicknessMW,OMAEROe,003,3,Total Aerosol Optical Depth,Aerosol;Optical;Thickness;Aerosol Optical Depth,daily,0.25 deg.,OMI,Aura,OMI
OMAEROe_003_SingleScatteringAlbedoMW_342_5,GES_DISC_OMAEROe_V003,SingleScatteringAlbedoMW,OMAEROe,003,3,Albedo,Aerosol;Single;Scattering;Albedo;Aerosol Single Scattering Albedo,daily,0.25 deg.,OMI,Aura,OMI
OMAEROe_003_SingleScatteringAlbedoMW_388_0,GES_DISC_OMAEROe_V003,SingleScatteringAlbedoMW,OMAEROe,003,3,Albedo,Aerosol;Single;Scattering;Albedo;Aerosol Single Scattering Albedo,daily,0.25 deg.,OMI,Aura,OMI
OMAEROe_003_SingleScatteringAlbedoMW_442_0,GES_DISC_OMAEROe_V003,SingleScatteringAlbedoMW,OMAEROe,003,3,Albedo,Aerosol;Single;Scattering;Albedo;Aerosol Single Scattering Albedo,daily,0.25 deg.,OMI,Aura,OMI
OMAEROe_003_SingleScatteringAlbedoMW_463_0,GES_DISC_OMAEROe_V003,SingleScatteringAlbedoMW,OMAEROe,003,3,Albedo,Aerosol;Single;Scattering;Albedo;Aerosol Single Scattering Albedo,daily,0.25 deg.,OMI,Aura,OMI
OMAEROe_003_SingleScatteringAlbedoMW_483_5,GES_DISC_OMAEROe_V003,SingleScatteringAlbedoMW,OMAEROe,003,3,Albedo,Aerosol;Single;Scattering;Albedo;Aerosol Single Scattering Albedo,daily,0.25 deg.,OMI,Aura,OMI
TRMM_3B43_007_precipitation,GES_DISC_TRMM_3B43_V7,precipitation,TRMM_3B43,7,3,Precipitation,Rain rate;TOVAS;TRMM;TMPA;precipitation;Huffman;merged,monthly,0.25 deg.,Multi-instruments,TRMM,TRMM
NLDAS_FORA0125_M_002_apcpsfc,GES_DISC_NLDAS_FORA0125_M_V002,apcpsfc,NLDAS_FORA0125_M,002,4,Precipitation,Precipitation;monthly;total,monthly,0.125 deg.,,,NLDAS Model
NLDAS_FORA0125_M_002_tmp2m,GES_DISC_NLDAS_FORA0125_M_V002,tmp2m,NLDAS_FORA0125_M,002,4,Air Temperature,Temperature;2-m;above;ground,monthly,0.125 deg.,,,NLDAS Model
SWDB_L3M05_004_aerosol_optical_thickness_412_land,GES_DISC_SWDB_L3M05_V004,aerosol_optical_thickness_land,SWDB_L3M05,004,3,Total Aerosol Optical Depth,Aerosol;AOD;AOT;412 nm;Land-only;SeaWiFS;Aerosol Optical Depth;Aerosol Optical Thickness;Total Aerosol Optical Depth;Deep Blue;SeaWiFS Deep Blue;SWDB_L3M05;Monthly,monthly,0.5 deg.,SeaWiFS,OrbView-2,SeaWiFS
SWDB_L3M05_004_aerosol_optical_thickness_490_land,GES_DISC_SWDB_L3M05_V004,aerosol_optical_thickness_land,SWDB_L3M05,004,3,Total Aerosol Optical Depth,Aerosol;AOD;AOT;490 nm;Land-only;SeaWiFS;Aerosol Optical Depth;Aerosol Optical Thickness;Total Aerosol Optical Depth;Deep Blue;SeaWiFS Deep Blue;SWDB_L3M05;Monthly,monthly,0.5 deg.,SeaWiFS,OrbView-2,SeaWiFS
SWDB_L3M05_004_aerosol_optical_thickness_510_ocean,GES_DISC_SWDB_L3M05_V004,aerosol_optical_thickness_ocean,SWDB_L3M05,004,3,Total Aerosol Optical Depth,Aerosol;AOD;AOT;510 nm;Ocean-only;SeaWiFS;Aerosol Optical Depth;Aerosol Optical Thickness;Total Aerosol Optical Depth;Deep Blue;SeaWiFS Deep Blue;SWDB_L3M05;Monthly,monthly,0.5 deg.,SeaWiFS,OrbView-2,SeaWiFS
SWDB_L3M05_004_aerosol_optical_thickness_670_land,GES_DISC_SWDB_L3M05_V004,aerosol_optical_thickness_land,SWDB_L3M05,004,3,Total Aerosol Optical Depth,Aerosol;AOD;AOT;670 nm;Land-only;SeaWiFS;Aerosol Optical Depth;Aerosol Optical Thickness;Total Aerosol Optical Depth;Deep Blue;SeaWiFS Deep Blue;SWDB_L3M05;Monthly,monthly,0.5 deg.,SeaWiFS,OrbView-2,SeaWiFS
SWDB_L3M05_004_aerosol_optical_thickness_670_ocean,GES_DISC_SWDB_L3M05_V004,aerosol_optical_thickness_ocean,SWDB_L3M05,004,3,Total Aerosol Optical Depth,Aerosol;AOD;AOT;670 nm;Ocean-only;SeaWiFS;Aerosol Optical Depth;Aerosol Optical Thickness;Total Aerosol Optical Depth;Deep Blue;SeaWiFS Deep Blue;SWDB_L3M05;Monthly,monthly,0.5 deg.,SeaWiFS,OrbView-2,SeaWiFS
SWDB_L3M05_004_aerosol_optical_thickness_865_ocean,GES_DISC_SWDB_L3M05_V004,aerosol_optical_thickness_ocean,SWDB_L3M05,004,3,Total Aerosol Optical Depth,Aerosol;AOD;AOT;865 nm;Ocean-only;SeaWiFS;Aerosol Optical Depth;Aerosol Optical Thickness;Total Aerosol Optical Depth;Deep Blue;SeaWiFS Deep Blue;SWDB_L3M05;Monthly,monthly,0.5 deg.,SeaWiFS,OrbView-2,SeaWiFS
SWDB_L3M05_004_angstrom_exponent_land,GES_DISC_SWDB_L3M05_V004,angstrom_exponent_land,SWDB_L3M05,004,3,Angstrom Exponent,Angstrom;Exponent;412/490 nm;Land-only;SeaWiFS;Angstrom Exponent;Deep Blue;SeaWiFS Deep Blue;SWDB_L3M05;Aerosol;Monthly,monthly,0.5 deg.,SeaWiFS,OrbView-2,SeaWiFS
SWDB_L3M05_004_angstrom_exponent_land_ocean,GES_DISC_SWDB_L3M05_V004,angstrom_exponent_land_ocean,SWDB_L3M05,004,3,Angstrom Exponent,Angstrom;Aerosol;SeaWiFS;Angstrom Exponent;Deep Blue;SeaWiFS Deep Blue;SWDB_L3M05;Monthly,monthly,0.5 deg.,SeaWiFS,OrbView-2,SeaWiFS
SWDB_L3M05_004_angstrom_exponent_ocean,GES_DISC_SWDB_L3M05_V004,angstrom_exponent_ocean,SWDB_L3M05,004,3,Angstrom Exponent,Angstrom;Exponent;510/670 nm;Aerosol;Ocean-only;SeaWiFS;Angstrom Exponent;Deep Blue;SeaWiFS Deep Blue;SWDB_L3M05;Monthly,monthly,0.5 deg.,SeaWiFS,OrbView-2,SeaWiFS
SWDB_L3M05_004_angstrom_exponent_stddev_land,GES_DISC_SWDB_L3M05_V004,angstrom_exponent_stddev_land,SWDB_L3M05,004,3,Statistics,Std.;Dev.;Angstrom;Exponent;412 nm;490 nm;Land-only;SeaWiFS;Angstrom Exponent;Std. Dev.;Statistics;Deep Blue;SeaWiFS Deep Blue;SWDB_L3M05;Standard Deviation;Monthly,monthly,0.5 deg.,SeaWiFS,OrbView-2,SeaWiFS
SWDB_L3M05_004_angstrom_exponent_stddev_land_ocean,GES_DISC_SWDB_L3M05_V004,angstrom_exponent_stddev_land_ocean,SWDB_L3M05,004,3,Statistics,Std.;Dev.;Angstrom;Exponent;412 nm;490 nm;510 nm;670 nm;SeaWiFS;Angstrom Exponent;Std. Dev.;Statistics;Deep Blue;SeaWiFS Deep Blue;SWDB_L3M05;Standard Deviation;Monthly,monthly,0.5 deg.,SeaWiFS,OrbView-2,SeaWiFS
SWDB_L3M05_004_angstrom_exponent_stddev_ocean,GES_DISC_SWDB_L3M05_V004,angstrom_exponent_stddev_ocean,SWDB_L3M05,004,3,Statistics,Std.;Dev.;Angstrom;Exponent;510 nm;670 nm;Ocean-only;SeaWiFS;Angstrom Exponent;Std. Dev.;Statistics;Deep Blue;SeaWiFS Deep Blue;SWDB_L3M05;Standard Deviation;Monthly,monthly,0.5 deg.,SeaWiFS,OrbView-2,SeaWiFS
SWDB_L3M05_004_aerosol_optical_thickness_550_stddev_land,GES_DISC_SWDB_L3M05_V004,aerosol_optical_thickness_550_stddev_land,SWDB_L3M05,004,3,Statistics,Std.;Dev.;Aerosol;AOD;AOT;550 nm;Land-only;SeaWiFS;Aerosol Optical Depth;Aerosol Optical Thickness;Std. Dev.;Statistics;Deep Blue;SeaWiFS Deep Blue;SWDB_L3M05;Standard Deviation;Monthly,monthly,0.5 deg.,SeaWiFS,OrbView-2,SeaWiFS
SWDB_L3M05_004_aerosol_optical_thickness_550_stddev_land_ocean,GES_DISC_SWDB_L3M05_V004,aerosol_optical_thickness_550_stddev_land_ocean,SWDB_L3M05,004,3,Statistics,Std.;Dev.;Aerosol;AOD;AOT;550 nm;SeaWiFS;Aerosol Optical Depth;Aerosol Optical Thickness;Std. Dev.;Statistics;Deep Blue;SeaWiFS Deep Blue;SWDB_L3M05;Standard Deviation;Monthly,monthly,0.5 deg.,SeaWiFS,OrbView-2,SeaWiFS
SWDB_L3M05_004_aerosol_optical_thickness_550_stddev_ocean,GES_DISC_SWDB_L3M05_V004,aerosol_optical_thickness_550_stddev_ocean,SWDB_L3M05,004,3,Statistics,Std.;Dev.;Aerosol;AOD;AOT;550 nm;Ocean-only;SeaWiFS;Aerosol Optical Depth;Aerosol Optical Thickness;Std. Dev.;Statistics;Deep Blue;SeaWiFS Deep Blue;SWDB_L3M05;Standard Deviation;Monthly,monthly,0.5 deg.,SeaWiFS,OrbView-2,SeaWiFS
SWDB_L3M10_004_aerosol_optical_thickness_490_land,GES_DISC_SWDB_L3M10_V004,aerosol_optical_thickness_land,SWDB_L3M10,004,3,Total Aerosol Optical Depth,Aerosol;AOT;Aerosol Optical Thickness;490 nm;Land-only;SeaWiFS;Aerosol Optical Depth;AOD;Total Aerosol Optical Depth;Deep Blue;SeaWiFS Deep Blue;SWDB_L3M10;Monthly,monthly,1 deg.,SeaWiFS,OrbView-2,SeaWiFS
SWDB_L3M10_004_aerosol_optical_thickness_510_ocean,GES_DISC_SWDB_L3M10_V004,aerosol_optical_thickness_ocean,SWDB_L3M10,004,3,Total Aerosol Optical Depth,Aerosol;AOT;Aerosol Optical Thickness;510 nm;Ocean-only;SeaWiFS;Aerosol Optical Depth;AOD;Total Aerosol Optical Depth;Deep Blue;SeaWiFS Deep Blue;SWDB_L3M10;Monthly,monthly,1 deg.,SeaWiFS,OrbView-2,SeaWiFS
SWDB_L3M10_004_aerosol_optical_thickness_670_land,GES_DISC_SWDB_L3M10_V004,aerosol_optical_thickness_land,SWDB_L3M10,004,3,Total Aerosol Optical Depth,Aerosol;AOT;Aerosol Optical Thickness;670 nm;Land-only;SeaWiFS;Aerosol Optical Depth;AOD;Total Aerosol Optical Depth;Deep Blue;SeaWiFS Deep Blue;SWDB_L3M10;Monthly,monthly,1 deg.,SeaWiFS,OrbView-2,SeaWiFS
SWDB_L3M10_004_aerosol_optical_thickness_670_ocean,GES_DISC_SWDB_L3M10_V004,aerosol_optical_thickness_ocean,SWDB_L3M10,004,3,Total Aerosol Optical Depth,Aerosol;AOT;Aerosol Optical Thickness;670 nm;Ocean-only;SeaWiFS;Aerosol Optical Depth;AOD;Total Aerosol Optical Depth;Deep Blue;SeaWiFS Deep Blue;SWDB_L3M10;Monthly,monthly,1 deg.,SeaWiFS,OrbView-2,SeaWiFS
SWDB_L3M10_004_aerosol_optical_thickness_865_ocean,GES_DISC_SWDB_L3M10_V004,aerosol_optical_thickness_ocean,SWDB_L3M10,004,3,Total Aerosol Optical Depth,Aerosol;AOT;Aerosol Optical Thickness;865 nm;Ocean-only;SeaWiFS;Aerosol Optical Depth;AOD;Total Aerosol Optical Depth;Deep Blue;SeaWiFS Deep Blue;SWDB_L3M10;Monthly,monthly,1 deg.,SeaWiFS,OrbView-2,SeaWiFS
SWDB_L3M10_004_angstrom_exponent_land,GES_DISC_SWDB_L3M10_V004,angstrom_exponent_land,SWDB_L3M10,004,3,Angstrom Exponent,Angstrom;Aerosol;412/490 nm;412 nm;490 nm;Land-only;SeaWiFS;Angstrom Exponent;Deep Blue;SeaWiFS Deep Blue;SWDB_L3M10;Monthly,monthly,1 deg.,SeaWiFS,OrbView-2,SeaWiFS
SWDB_L3M10_004_angstrom_exponent_land_ocean,GES_DISC_SWDB_L3M10_V004,angstrom_exponent_land_ocean,SWDB_L3M10,004,3,Angstrom Exponent,Angstrom;Aerosol;412 nm;490 nm;510 nm;670 nm;SeaWiFS;Angstrom Exponent;Deep Blue;SeaWiFS Deep Blue;SWDB_L3M10;Monthly,monthly,1 deg.,SeaWiFS,OrbView-2,SeaWiFS
SWDB_L3M10_004_angstrom_exponent_ocean,GES_DISC_SWDB_L3M10_V004,angstrom_exponent_ocean,SWDB_L3M10,004,3,Angstrom Exponent,Angstrom;Aerosol;510/670 nm;510 nm;670 nm;Ocean-only;SeaWiFS;Angstrom Exponent;Deep Blue;SeaWiFS Deep Blue;SWDB_L3M10;Monthly,monthly,1 deg.,SeaWiFS,OrbView-2,SeaWiFS
SWDB_L3M10_004_angstrom_exponent_stddev_land,GES_DISC_SWDB_L3M10_V004,angstrom_exponent_stddev_land,SWDB_L3M10,004,3,Statistics,Std.;Dev.;Angstrom;Aerosol;Land-only;SeaWiFS;Angstrom Exponent;Std. Dev.;Statistics;Deep Blue;SeaWiFS Deep Blue;SWDB_L3M10;Standard Deviation;Monthly,monthly,1 deg.,SeaWiFS,OrbView-2,SeaWiFS
